"Tanggal,""Terakhir"",""Pembukaan"",""Tertinggi"",""Terendah"",""Vol"",""Perubahan%"""
"26/06/2024,""6905,64"",""6885,82"",""6936,26"",""6885,40"",""11,18B"",""0,33%"""
"25/06/2024,""6882,70"",""6874,87"",""6890,44"",""6843,65"",""10,36B"",""-0,09%"""
"24/06/2024,""6889,17"",""6877,47"",""6914,81"",""6870,31"",""11,40B"",""0,13%"""
"21/06/2024,""6879,98"",""6838,48"",""6945,83"",""6823,06"",""20,22B"",""0,89%"""
"20/06/2024,""6819,32"",""6751,24"",""6825,56"",""6728,40"",""13,89B"",""1,37%"""
"19/06/2024,""6726,92"",""6739,90"",""6791,53"",""6698,85"",""21,57B"",""-0,12%"""
"14/06/2024,""6734,83"",""6829,99"",""6840,20"",""6713,27"",""14,38B"",""-1,42%"""
"13/06/2024,""6831,56"",""6893,84"",""6896,65"",""6831,56"",""15,44B"",""-0,27%"""
"12/06/2024,""6850,10"",""6859,35"",""6866,27"",""6821,51"",""16,51B"",""-0,08%"""
"11/06/2024,""6855,69"",""6900,31"",""6932,46"",""6855,69"",""15,01B"",""-0,95%"""
"10/06/2024,""6921,55"",""6910,72"",""6929,10"",""6846,38"",""22,84B"",""0,34%"""
"07/06/2024,""6897,95"",""6987,79"",""6994,12"",""6887,81"",""10,99B"",""-1,10%"""
"06/06/2024,""6974,90"",""6992,56"",""7032,57"",""6939,55"",""13,00B"",""0,39%"""
"05/06/2024,""6947,67"",""7114,54"",""7118,35"",""6934,94"",""13,71B"",""-2,14%"""
"04/06/2024,""7099,31"",""7071,09"",""7149,19"",""7065,03"",""16,07B"",""0,90%"""
"03/06/2024,""7036,19"",""7030,21"",""7088,40"",""6993,09"",""14,18B"",""0,94%"""
"31/05/2024,""6970,74"",""7076,37"",""7102,22"",""6959,23"",""26,97B"",""-0,90%"""
"30/05/2024,""7034,14"",""7125,77"",""7134,71"",""6984,98"",""17,77B"",""-1,49%"""
"29/05/2024,""7140,23"",""7275,53"",""7282,00"",""7127,21"",""14,46B"",""-1,56%"""
"28/05/2024,""7253,63"",""7228,51"",""7308,14"",""7228,41"",""16,64B"",""1,08%"""
"27/05/2024,""7176,42"",""7219,98"",""7256,18"",""7171,49"",""19,09B"",""-0,64%"""
"22/05/2024,""7222,38"",""7198,19"",""7239,86"",""7191,11"",""13,57B"",""0,51%"""
"21/05/2024,""7186,04"",""7258,41"",""7295,06"",""7179,53"",""13,56B"",""-1,11%"""
"20/05/2024,""7266,69"",""7329,40"",""7374,55"",""7243,01"",""15,81B"",""-0,69%"""
"17/05/2024,""7317,24"",""7249,73"",""7356,71"",""7245,20"",""18,15B"",""0,97%"""
"16/05/2024,""7246,70"",""7203,17"",""7270,76"",""7201,92"",""15,47B"",""0,93%"""
"15/05/2024,""7179,83"",""7085,38"",""7192,15"",""7082,12"",""13,99B"",""1,36%"""
"14/05/2024,""7083,76"",""7095,52"",""7136,64"",""7071,50"",""13,75B"",""-0,22%"""
"13/05/2024,""7099,26"",""7061,37"",""7111,60"",""7052,23"",""13,46B"",""0,15%"""
"08/05/2024,""7088,79"",""7129,46"",""7164,31"",""7071,35"",""14,79B"",""-0,49%"""
"07/05/2024,""7123,61"",""7136,85"",""7159,77"",""7108,18"",""14,85B"",""-0,17%"""
"06/05/2024,""7135,89"",""7171,59"",""7178,77"",""7102,69"",""16,50B"",""0,02%"""
"03/05/2024,""7134,72"",""7142,86"",""7165,10"",""7094,62"",""15,95B"",""0,24%"""
"02/05/2024,""7117,42"",""7227,61"",""7232,95"",""7072,47"",""14,56B"",""-1,61%"""
"01/05/2024,""7234,20"",""7187,41"",""7266,87"",""7179,69"","""",""0,00%"""
"30/04/2024,""7234,20"",""7187,41"",""7266,87"",""7179,69"",""15,66B"",""1,10%"""
"29/04/2024,""7155,78"",""7021,49"",""7155,78"",""7021,49"",""13,00B"",""1,70%"""
"26/04/2024,""7036,08"",""7137,93"",""7149,25"",""7036,08"",""13,76B"",""-1,67%"""
"25/04/2024,""7155,29"",""7167,98"",""7177,06"",""7132,10"",""14,04B"",""-0,27%"""
"24/04/2024,""7174,53"",""7127,05"",""7191,18"",""7126,85"",""15,41B"",""0,90%"""
"23/04/2024,""7110,81"",""7102,81"",""7165,95"",""7099,84"",""17,29B"",""0,52%"""
"22/04/2024,""7073,82"",""7099,52"",""7117,02"",""7026,48"",""12,16B"",""-0,19%"""
"19/04/2024,""7087,32"",""7131,46"",""7141,58"",""7036,21"",""15,07B"",""-1,11%"""
"18/04/2024,""7166,81"",""7151,74"",""7180,56"",""7135,52"",""12,94B"",""0,50%"""
"17/04/2024,""7130,84"",""7199,83"",""7234,37"",""7130,84"",""14,35B"",""-0,47%"""
"16/04/2024,""7164,81"",""7130,63"",""7188,09"",""7066,57"",""17,56B"",""-1,68%"""
